,keyword,count,ratio
409,吸入,2,1.34
410,動作,2,1.34
411,利者,2,1.34
412,送醫,2,1.34
413,鈍挫傷,2,1.34
414,可能,2,1.34
415,起駛,2,1.34
416,無據,2,1.34
417,不應,2,1.34
418,左手,2,1.34
419,開行,2,1.34
420,駕照,2,1.34
421,453,2,1.34
422,肢障,2,1.34
423,調件,2,1.34
424,閘門,2,1.34
425,稅務電子,2,1.34
426,296,2,1.34
427,起駛前,2,1.34
428,305,2,1.34
429,分書,2,1.34
430,元等情,2,1.34
431,身心,2,1.34
432,現象,2,1.34
433,勞基法,2,1.34
434,年齡,2,1.34
435,烏麻村,2,1.34
436,退休,2,1.34
437,車行,2,1.34
438,往西方,2,1.34
439,仁慈,2,1.34
440,斗六,2,1.34
441,往南方,2,1.34
442,再議,2,1.34
443,員警,2,1.34
444,190,2,1.34
445,過高,2,1.34
446,路邊,2,1.34
447,證稱,2,1.34
448,照後鏡,2,1.34
449,法規,2,1.34
450,伍拾,2,1.34
451,用品,2,1.34
452,284,2,1.34
453,實線,2,1.34
454,差額,2,1.34
455,30%,2,1.34
456,尿布,2,1.34
457,氣管,2,1.34
458,幹道車,2,1.34
459,737,2,1.34
460,號偵,2,1.34
461,壓傷,2,1.34
462,主訴,2,1.34
463,左後車,2,1.34
464,關節,2,1.34
465,機之,2,1.34
466,飲用,2,1.34
467,殺害,2,1.34
468,計畫,2,1.34
469,項之規定,2,1.34
470,之責,2,1.34
471,安全性,2,1.34
472,來源,2,1.34
473,病情,2,1.34
474,水腦症,2,1.34
475,腦中風,2,1.34
476,598,2,1.34
477,顏面,2,1.34
478,殘廢等級,2,1.34
479,156,2,1.34
480,權益,2,1.34
481,跌落,2,1.34
482,三人,2,1.34
483,內科,2,1.34
484,工作收入,2,1.34
485,月薪,2,1.34
486,61,2,1.34
487,受害人,2,1.34
488,觀察,2,1.34
489,嘉義市,2,1.34
490,骨盆,2,1.34
491,繼續,2,1.34
492,衰竭,2,1.34
493,沿新北市,2,1.34
494,領汽車,2,1.34
495,路往,2,1.34
496,醫審會,2,1.34
497,闖越,2,1.34
498,牌位,2,1.34
499,基上,2,1.34
