,keyword,count,ratio
131,並有,14,2.21
132,交訴,14,2.21
133,闖越,14,2.21
134,44,13,2.05
135,截肢,13,2.05
136,臉部,13,2.05
137,監護,13,2.05
138,前來,13,2.05
139,視線,13,2.05
140,下腔,13,2.05
141,給予,13,2.05
142,癱瘓,13,2.05
143,承受,13,2.05
144,尚有,13,2.05
145,日生,13,2.05
146,病歷,13,2.05
147,往南方,13,2.05
148,血壓,13,2.05
149,乾燥,13,2.05
150,無謀生,13,2.05
151,養費用,13,2.05
152,保險理,13,2.05
153,醫藥費,13,2.05
154,X光,13,2.05
155,不爭,13,2.05
156,左方,13,2.05
157,脛骨,13,2.05
158,拒絕,12,1.9
159,再議,12,1.9
160,安全性,12,1.9
161,防護,12,1.9
162,實施,12,1.9
163,提供,12,1.9
164,49,12,1.9
165,開放性骨折,12,1.9
166,本應,12,1.9
167,設有,12,1.9
168,管制,12,1.9
169,礙物,12,1.9
170,無障,12,1.9
171,並經,12,1.9
172,診室,12,1.9
173,逢甲,12,1.9
174,失控,12,1.9
175,路邊,12,1.9
176,撕裂,12,1.9
177,縣區,12,1.9
178,視距,12,1.9
179,條定,12,1.9
180,股骨,12,1.9
181,義務人,12,1.9
182,160,12,1.9
183,斟酌,12,1.9
184,疼痛,12,1.9
185,之責,12,1.9
186,行駛至,12,1.9
187,竟疏,12,1.9
188,持續,11,1.74
189,證責任,11,1.74
190,信賴,11,1.74
191,輾壓,11,1.74
192,衛生署,11,1.74
193,腦部,11,1.74
194,行政院,11,1.74
195,成立,11,1.74
196,任險,11,1.74
197,超越,11,1.74
198,協助,11,1.74
199,受領,11,1.74
200,難認,11,1.74
201,生前,11,1.74
202,所不爭執,11,1.74
203,擦傷,11,1.74
204,研判,11,1.74
205,58,11,1.74
206,日診斷,11,1.74
207,判例,11,1.74
208,速度,11,1.74
209,貿然,11,1.74
210,交上,11,1.74
211,右膝,11,1.74
212,移動,11,1.74
213,搭載,11,1.74
214,下午,11,1.74
215,比例,11,1.74
216,擴大,11,1.74
217,破裂,11,1.74
218,風險,11,1.74
219,急性,11,1.74
220,水準,11,1.74
221,賠金,11,1.74
222,薪資損失,11,1.74
223,選任,10,1.58
224,重度,10,1.58
225,病變,10,1.58
226,顏面,10,1.58
227,醫事,10,1.58
228,明確,10,1.58
229,各給付,10,1.58
230,支付,10,1.58
231,上午,10,1.58
232,看到,10,1.58
233,53,10,1.58
234,公升,10,1.58
235,緊急,10,1.58
236,疏未,10,1.58
237,法定,10,1.58
238,血管,10,1.58
239,有過,10,1.58
240,因車,10,1.58
241,擦痕,10,1.58
242,巷口,10,1.58
243,中風,10,1.58
244,無據,10,1.58
245,號營業,10,1.58
246,肺炎,10,1.58
247,雲林縣,10,1.58
248,施行,10,1.58
249,固定,10,1.58
250,聲請,10,1.58
251,心跳,10,1.58
252,行駛時,10,1.58
253,踏車,10,1.58
254,預見,10,1.58
255,記錄,10,1.58
256,腦震盪,10,1.58
257,腓骨,10,1.58
258,影像,10,1.58
259,衰竭,10,1.58
260,檢驗,9,1.42
261,環境,9,1.42
262,抵充,9,1.42
263,該院,9,1.42
264,負舉,9,1.42
265,可知,9,1.42
266,台南,9,1.42
267,右前方,9,1.42
268,勞動力,9,1.42
269,項之規定,9,1.42
270,穩定,9,1.42
271,防止,9,1.42
272,190,9,1.42
273,方式,9,1.42
274,負侵,9,1.42
275,途經,9,1.42
276,第三,9,1.42
277,57,9,1.42
278,車禍發,9,1.42
279,各為,9,1.42
280,彎道,9,1.42
281,人行,9,1.42
282,相抵,9,1.42
283,施作,9,1.42
284,開放性,9,1.42
285,依序,9,1.42
286,過高,9,1.42
287,違規行,9,1.42
288,分向線,9,1.42
289,分隔,9,1.42
290,業經,9,1.42
291,沿新北市,9,1.42
292,背面,9,1.42
293,所駕,9,1.42
294,機構,9,1.42
295,144,9,1.42
296,輔助,8,1.26
297,疾病,8,1.26
298,左膝,8,1.26
299,斷裂,8,1.26
300,終身,8,1.26
301,燈號,8,1.26
302,竹苗區,8,1.26
303,壓迫,8,1.26
304,分擔,8,1.26
305,117,8,1.26
306,560,8,1.26
307,避免,8,1.26
308,傷合,8,1.26
309,腹部,8,1.26
310,通行,8,1.26
311,飲酒,8,1.26
312,灣嘉義,8,1.26
313,往東,8,1.26
314,側車,8,1.26
315,同一,8,1.26
316,之重,8,1.26
317,日間,8,1.26
318,之慰,8,1.26
319,拋棄,8,1.26
320,依號誌,8,1.26
321,兩段,8,1.26
322,呼吸器,8,1.26
323,創傷,8,1.26
324,高血壓,8,1.26
325,187,8,1.26
326,心肺,8,1.26
327,構成,8,1.26
328,胸部,8,1.26
329,62,8,1.26
330,發症,8,1.26
331,切除,8,1.26
332,護欄,8,1.26
333,78,8,1.26
334,醫護,8,1.26
335,性休克,8,1.26
336,駕駛行,8,1.26
337,輪椅,8,1.26
338,處罰,8,1.26
339,主訴,8,1.26
340,應依,8,1.26
341,出生,8,1.26
342,網膜,8,1.26
343,墜落,8,1.26
344,撤回,8,1.26
345,程度,8,1.26
346,車行,8,1.26
347,明細表,8,1.26
348,腰椎,8,1.26
349,行使,8,1.26
350,號偵,8,1.26
351,汽車責,8,1.26
352,中央,8,1.26
353,靜脈,8,1.26
354,路往,8,1.26
355,症候群,8,1.26
356,呼吸衰竭,8,1.26
357,車紀,8,1.26
358,必須,7,1.11
359,困難,7,1.11
360,依勞工,7,1.11
361,已盡,7,1.11
362,50%,7,1.11
363,128,7,1.11
364,繼續,7,1.11
365,40%,7,1.11
366,起駛,7,1.11
367,計畫,7,1.11
368,134,7,1.11
369,產物,7,1.11
370,年齡,7,1.11
371,179,7,1.11
372,寬度,7,1.11
373,營養,7,1.11
374,工地,7,1.11
375,路旁,7,1.11
376,政府,7,1.11
377,期待,7,1.11
378,劃有,7,1.11
379,監視,7,1.11
380,否認,7,1.11
381,產業,7,1.11
382,組織,7,1.11
383,050,7,1.11
384,法醫,7,1.11
385,壹拾,7,1.11
386,退休,7,1.11
387,通知,7,1.11
388,全日,7,1.11
389,行至,7,1.11
390,由南,7,1.11
391,駕駛人應,7,1.11
392,案發,7,1.11
393,強制險,7,1.11
394,156,7,1.11
395,骨盆,7,1.11
396,操作,7,1.11
397,不當,7,1.11
398,三人,7,1.11
399,需專人,7,1.11
400,庭以,7,1.11
401,之腳,7,1.11
402,所稱,7,1.11
403,公共,7,1.11
404,要旨,7,1.11
405,左前方,7,1.11
406,送醫,7,1.11
407,依國家,7,1.11
408,東向,7,1.11
409,國立,7,1.11
410,台灣省,7,1.11
411,因過,7,1.11
412,之受,7,1.11
413,61,7,1.11
414,遺存,7,1.11
415,報酬,7,1.11
416,之間,7,1.11
417,身心,7,1.11
418,騎車,7,1.11
419,反光,7,1.11
420,不在此限,7,1.11
421,駕照,7,1.11
422,法規,7,1.11
423,增加,7,1.11
424,276,7,1.11
425,經送醫,7,1.11
426,機能,7,1.11
427,脾臟,7,1.11
428,往北方,7,1.11
429,196,7,1.11
430,注意安全,7,1.11
431,分局,7,1.11
432,旗山,7,1.11
433,橫越,7,1.11
434,145,7,1.11
435,注射,7,1.11
436,心肌梗塞,6,0.95
437,自理,6,0.95
438,工作收入,6,0.95
439,所載,6,0.95
440,案件,6,0.95
441,被證,6,0.95
442,入住,6,0.95
443,行向,6,0.95
444,制汽車,6,0.95
445,花蓮縣,6,0.95
446,遺症,6,0.95
447,業已,6,0.95
448,明書,6,0.95
449,項定,6,0.95
450,二車,6,0.95
451,騎士,6,0.95
452,轉區,6,0.95
453,需人,6,0.95
454,終止,6,0.95
455,號為,6,0.95
456,缺損,6,0.95
457,調卷,6,0.95
458,007,6,0.95
459,顯然,6,0.95
460,交叉路口,6,0.95
461,醫療用品費,6,0.95
462,病情,6,0.95
463,不慎,6,0.95
464,甲方,6,0.95
465,每月薪資,6,0.95
466,明知,6,0.95
467,事發,6,0.95
468,63,6,0.95
469,其行,6,0.95
470,已經,6,0.95
471,習俗,6,0.95
472,將系爭,6,0.95
473,並應,6,0.95
474,起點,6,0.95
475,肋骨,6,0.95
476,骨塔,6,0.95
477,牌照,6,0.95
478,中壢,6,0.95
479,接近,6,0.95
480,準此,6,0.95
481,接受,6,0.95
482,209,6,0.95
483,020,6,0.95
484,呼氣,6,0.95
485,移除,6,0.95
486,發時,6,0.95
487,30%,6,0.95
488,足見,6,0.95
489,由西,6,0.95
490,女及,6,0.95
491,駛入,6,0.95
492,正常,6,0.95
493,左手,6,0.95
494,滑倒,6,0.95
495,幹道車,6,0.95
496,客貨車,6,0.95
497,硬腦,6,0.95
498,肢體,6,0.95
499,爭車,6,0.95
