,keyword,count,ratio
209,不應,20,1.69
210,律師,20,1.69
211,車費用,20,1.69
212,77,20,1.69
213,明細表,20,1.69
214,壓迫,20,1.69
215,看護工,19,1.61
216,所述,19,1.61
217,往南方,19,1.61
218,185,19,1.61
219,脫臼,19,1.61
220,語言,19,1.61
221,足見,19,1.61
222,右手,19,1.61
223,重度,19,1.61
224,復健費,19,1.61
225,皮膚,19,1.61
226,187,19,1.61
227,腦震盪,19,1.61
228,受扶養,19,1.61
229,偏癱,19,1.61
230,255,19,1.61
231,交重,19,1.61
232,擴大,19,1.61
233,困難,19,1.61
234,前來,19,1.61
235,採信,18,1.52
236,業經,18,1.52
237,式計,18,1.52
238,依前,18,1.52
239,竟疏,18,1.52
240,有過,18,1.52
241,並有,18,1.52
242,75,18,1.52
243,需要,18,1.52
244,負責,18,1.52
245,壹佰,18,1.52
246,經系統,18,1.52
247,從事,18,1.52
248,640,18,1.52
249,交附民字,18,1.52
250,小客,18,1.52
251,工地,18,1.52
252,嗅覺,18,1.52
253,其餘假,18,1.52
254,115,18,1.52
255,飲用,18,1.52
256,主計處,18,1.52
257,175,18,1.52
258,付標,18,1.52
259,嘉義長,17,1.44
260,飲酒,17,1.44
261,半日,17,1.44
262,78,17,1.44
263,肌力,17,1.44
264,網膜,17,1.44
265,因車,17,1.44
266,左手,17,1.44
267,醫囑,17,1.44
268,失明,17,1.44
269,運動,17,1.44
270,水腦症,17,1.44
271,確實,16,1.35
272,居家,16,1.35
273,83,16,1.35
274,任職,16,1.35
275,選任,16,1.35
276,道行,16,1.35
277,辯論期,16,1.35
278,尚屬,16,1.35
279,義務人,16,1.35
280,就業,16,1.35
281,破裂,16,1.35
282,貿然,16,1.35
283,本應,16,1.35
284,停止,16,1.35
285,196,16,1.35
286,必須,16,1.35
287,汽車責,16,1.35
288,交訴,16,1.35
289,138,16,1.35
290,128,16,1.35
291,047,16,1.35
292,路邊,16,1.35
293,兩側,16,1.35
294,88,16,1.35
295,臥床,16,1.35
296,病變,16,1.35
297,76,16,1.35
298,閘門,16,1.35
299,390,16,1.35
300,165,16,1.35
301,大小便,16,1.35
302,謄本,16,1.35
303,每人,16,1.35
304,制汽車,16,1.35
305,相驗,16,1.35
306,通運,15,1.27
307,外勞,15,1.27
308,腦部,15,1.27
309,00000000,15,1.27
310,昏迷,15,1.27
311,闖越,15,1.27
312,顯然,15,1.27
313,附民,15,1.27
314,免除,15,1.27
315,大腿,15,1.27
316,元等情,15,1.27
317,優先,15,1.27
318,頸椎,15,1.27
319,61,15,1.27
320,項之規定,15,1.27
321,119,15,1.27
322,960,15,1.27
323,公升,15,1.27
324,超越,15,1.27
325,調件,15,1.27
326,救護車,15,1.27
327,任險,15,1.27
328,日間,15,1.27
329,壹元,15,1.27
330,義務者,15,1.27
331,64,14,1.18
332,213,14,1.18
333,證稱,14,1.18
334,滑行,14,1.18
335,醫學院,14,1.18
336,敏盛,14,1.18
337,147,14,1.18
338,左偏,14,1.18
339,126,14,1.18
340,111,14,1.18
341,232,14,1.18
342,傷性,14,1.18
343,車速,14,1.18
344,領有,14,1.18
345,69.21%,14,1.18
346,號營業,14,1.18
347,病歷,14,1.18
348,右小腿,14,1.18
349,聽力,14,1.18
350,201,14,1.18
351,228,14,1.18
352,明顯,14,1.18
353,骨科,14,1.18
354,殘廢給,14,1.18
355,127,14,1.18
356,69,14,1.18
357,230,14,1.18
358,124,14,1.18
359,墜落,14,1.18
360,肱骨,14,1.18
361,警詢,13,1.1
362,63,13,1.1
363,伙食,13,1.1
364,組織,13,1.1
365,項定,13,1.1
366,監宣字,13,1.1
367,撤回,13,1.1
368,股份,13,1.1
369,起居,13,1.1
370,乙節,13,1.1
371,側車,13,1.1
372,持續,13,1.1
373,273,13,1.1
374,135,13,1.1
375,創傷性,13,1.1
376,760,13,1.1
377,即貿然,13,1.1
378,74,13,1.1
379,營養,13,1.1
380,雙眼,13,1.1
381,中樞神,13,1.1
382,通知,13,1.1
383,症候群,13,1.1
384,逢甲,13,1.1
385,受領,13,1.1
386,432,13,1.1
387,蜘蛛,13,1.1
388,縣區,13,1.1
389,之間,13,1.1
390,205,13,1.1
391,82,13,1.1
392,拾伍,13,1.1
393,稅務電子,13,1.1
394,情緒,13,1.1
395,142,13,1.1
396,330,13,1.1
397,163,13,1.1
398,硬腦,13,1.1
399,訴訟標,13,1.1
400,155,13,1.1
401,失傷害,12,1.02
402,510,12,1.02
403,痕跡,12,1.02
404,118,12,1.02
405,惟查,12,1.02
406,指示,12,1.02
407,67,12,1.02
408,差額,12,1.02
409,自費,12,1.02
410,完全,12,1.02
411,遺症,12,1.02
412,頸部,12,1.02
413,亞東,12,1.02
414,159,12,1.02
415,視距,12,1.02
416,乘客,12,1.02
417,限制,12,1.02
418,記憶力,12,1.02
419,143,12,1.02
420,日期,12,1.02
421,失禁,12,1.02
422,215,12,1.02
423,144,12,1.02
424,車應,12,1.02
425,一部,12,1.02
426,266,12,1.02
427,385,12,1.02
428,114,12,1.02
429,高速公路,11,0.93
430,第三,11,0.93
431,移除,11,0.93
432,僱請,11,0.93
433,統一,11,0.93
434,緊急,11,0.93
435,之受,11,0.93
436,87,11,0.93
437,腦傷,11,0.93
438,入住,11,0.93
439,190,11,0.93
440,椎間,11,0.93
441,公路,11,0.93
442,278,11,0.93
443,視線,11,0.93
444,264,11,0.93
445,左小腿,11,0.93
446,雙手,11,0.93
447,駕駛動力,11,0.93
448,金錢,11,0.93
449,獨立,11,0.93
450,足踝,11,0.93
451,465,11,0.93
452,乾燥,11,0.93
453,560,11,0.93
454,中度,11,0.93
455,080,11,0.93
456,154,11,0.93
457,傷病,11,0.93
458,左腳,11,0.93
459,86,11,0.93
460,162,11,0.93
461,幹道車,11,0.93
462,父母,11,0.93
463,167,11,0.93
464,315,11,0.93
465,衛生署,11,0.93
466,237,11,0.93
467,之判決,11,0.93
468,245,11,0.93
469,手冊,11,0.93
470,40%,11,0.93
471,490,11,0.93
472,抵充,11,0.93
473,預期,11,0.93
474,152,11,0.93
475,人車,11,0.93
476,有期徒刑,11,0.93
477,558,11,0.93
478,年限,11,0.93
479,之上,11,0.93
480,脊椎,11,0.93
481,鎖骨,11,0.93
482,不動產,11,0.93
483,337,11,0.93
484,駕駛人應,11,0.93
485,84,11,0.93
486,之僱,11,0.93
487,440,11,0.93
488,實線,11,0.93
489,91,11,0.93
490,223,11,0.93
491,灣地區,11,0.93
492,050,11,0.93
493,原則,11,0.93
494,應受,11,0.93
495,分向線,11,0.93
496,399,10,0.85
497,成年,10,0.85
498,172,10,0.85
499,踏車,10,0.85
