,keyword,count,ratio
204,背面,4,1.86
205,保險局,4,1.86
206,願供,4,1.86
207,138,4,1.86
208,傷性,4,1.86
209,245,4,1.86
210,358,4,1.86
211,居家,4,1.86
212,58,4,1.86
213,保險金,4,1.86
214,248,4,1.86
215,疤痕,4,1.86
216,804,4,1.86
217,27.00000000,4,1.86
218,比例,4,1.86
219,繼續,4,1.86
220,128,4,1.86
221,承受,4,1.86
222,公升,4,1.86
223,接受,4,1.86
224,法人,4,1.86
225,往南方,4,1.86
226,退休,4,1.86
227,情況,4,1.86
228,下半身,4,1.86
229,88,4,1.86
230,選任,4,1.86
231,開放性,4,1.86
232,76,4,1.86
233,警詢,4,1.86
234,676,4,1.86
235,股骨,4,1.86
236,期限,4,1.86
237,酒精,4,1.86
238,867,4,1.86
239,175,4,1.86
240,162,4,1.86
241,008,4,1.86
242,硬腦,4,1.86
243,困難,4,1.86
244,中縣,4,1.86
245,醫學院,4,1.86
246,121,4,1.86
247,058,4,1.86
248,952,4,1.86
249,273,4,1.86
250,135,4,1.86
251,原則,4,1.86
252,衛生署,4,1.86
253,584,4,1.86
254,受判,4,1.86
255,其餘假,4,1.86
256,230,4,1.86
257,333,4,1.86
258,性腦,4,1.86
259,114,4,1.86
260,式計,4,1.86
261,小客,4,1.86
262,喪葬費,4,1.86
263,無行,3,1.4
264,尺骨,3,1.4
265,677,3,1.4
266,統一,3,1.4
267,118,3,1.4
268,乙節,3,1.4
269,67,3,1.4
270,57,3,1.4
271,環境,3,1.4
272,478,3,1.4
273,高壓,3,1.4
274,僱傭關,3,1.4
275,實施,3,1.4
276,外勞,3,1.4
277,標示,3,1.4
278,726,3,1.4
279,304,3,1.4
280,免除,3,1.4
281,中度,3,1.4
282,027,3,1.4
283,之義肢,3,1.4
284,644,3,1.4
285,198,3,1.4
286,雙眼,3,1.4
287,587,3,1.4
288,工業,3,1.4
289,174,3,1.4
290,骨盆,3,1.4
291,肆拾,3,1.4
292,171,3,1.4
293,左膝,3,1.4
294,養院,3,1.4
295,兒童,3,1.4
296,356,3,1.4
297,發展,3,1.4
298,406,3,1.4
299,244,3,1.4
300,運動,3,1.4
301,111,3,1.4
302,加護,3,1.4
303,技術,3,1.4
304,817,3,1.4
305,紙尿褲,3,1.4
306,車門時,3,1.4
307,010,3,1.4
308,全國,3,1.4
309,127,3,1.4
310,尚屬,3,1.4
311,846,3,1.4
312,255,3,1.4
313,手冊,3,1.4
314,勞務,3,1.4
315,要旨,3,1.4
316,業務,3,1.4
317,119,3,1.4
318,452,3,1.4
319,委任,3,1.4
320,513,3,1.4
321,895,3,1.4
322,癲癇,3,1.4
323,幹道車,3,1.4
324,酒店,3,1.4
325,預期,3,1.4
326,之責,3,1.4
327,臉部,3,1.4
328,擦傷,3,1.4
329,86,3,1.4
330,所載,3,1.4
331,性骨折,3,1.4
332,法定,3,1.4
333,轉院,3,1.4
334,其金額,3,1.4
335,685,3,1.4
336,307,3,1.4
337,907,3,1.4
338,固定,3,1.4
339,並有,3,1.4
340,144,3,1.4
341,足見,3,1.4
342,領有,3,1.4
343,763,3,1.4
344,交上,3,1.4
345,否認,3,1.4
346,因過,3,1.4
347,情緒,3,1.4
348,求償,3,1.4
349,前來,3,1.4
350,闖越,3,1.4
351,工地,3,1.4
352,入住,3,1.4
353,132,3,1.4
354,斑馬線,3,1.4
355,營養,3,1.4
356,殘障,3,1.4
357,124,3,1.4
358,142,3,1.4
359,偏移,3,1.4
360,起居,3,1.4
361,禁治產人,3,1.4
362,742,3,1.4
363,669,3,1.4
364,744,3,1.4
365,殘廢,3,1.4
366,病歷,3,1.4
367,氣切,3,1.4
368,灌食,3,1.4
369,經送醫,3,1.4
370,父母,3,1.4
371,324,3,1.4
372,之義務,3,1.4
373,駛入,3,1.4
374,竟疏,3,1.4
375,監理,3,1.4
376,228,3,1.4
377,注意安全,3,1.4
378,833,3,1.4
379,迄至,3,1.4
380,灣大學,3,1.4
381,負遲,3,1.4
382,延責任,3,1.4
383,576,3,1.4
384,壹元,3,1.4
385,537,3,1.4
386,072,3,1.4
387,飲用,3,1.4
388,任職,3,1.4
389,大里仁,3,1.4
390,04,3,1.4
391,732,3,1.4
392,聲請,3,1.4
393,223,3,1.4
394,大腿,3,1.4
395,衛生法,3,1.4
396,之母,3,1.4
397,殯葬費用,3,1.4
398,車速,3,1.4
399,台北市立,3,1.4
400,988,3,1.4
401,718,3,1.4
402,183,3,1.4
403,上述,3,1.4
404,見交,3,1.4
405,限制,3,1.4
406,道行,3,1.4
407,165,3,1.4
408,失語,3,1.4
409,通知,3,1.4
410,693,3,1.4
411,需人,3,1.4
412,674,3,1.4
413,膀胱,3,1.4
414,172,3,1.4
415,灣地區,3,1.4
416,依賴,3,1.4
417,998,3,1.4
418,83,3,1.4
419,418,3,1.4
420,呼吸,3,1.4
421,目及,3,1.4
422,之項,3,1.4
423,147,3,1.4
424,遺棄,3,1.4
425,業經,3,1.4
426,160,3,1.4
427,476,3,1.4
428,過高,3,1.4
429,211,3,1.4
430,顴骨,3,1.4
431,流質,3,1.4
432,152,3,1.4
433,784,3,1.4
434,明確,3,1.4
435,明細表,3,1.4
436,332,3,1.4
437,161,3,1.4
438,885,3,1.4
439,高職,3,1.4
440,國立,3,1.4
441,629,3,1.4
442,820,3,1.4
443,05,3,1.4
444,167,3,1.4
445,860,3,1.4
446,之判決,3,1.4
447,發作,2,0.93
448,616,2,0.93
449,輾壓,2,0.93
450,交付,2,0.93
451,自本件,2,0.93
452,簽訂,2,0.93
453,276,2,0.93
454,仲介,2,0.93
455,參拾,2,0.93
456,提供,2,0.93
457,照護費用,2,0.93
458,927,2,0.93
459,上易,2,0.93
460,遲緩,2,0.93
461,股份,2,0.93
462,355,2,0.93
463,轉彎,2,0.93
464,該院,2,0.93
465,滑倒,2,0.93
466,011,2,0.93
467,045,2,0.93
468,駕駛營業,2,0.93
469,之受,2,0.93
470,漏油,2,0.93
471,電路,2,0.93
472,見同,2,0.93
473,打開,2,0.93
474,受重,2,0.93
475,家人,2,0.93
476,299,2,0.93
477,202,2,0.93
478,失傷,2,0.93
479,泌尿道,2,0.93
480,69.21%,2,0.93
481,預防,2,0.93
482,礙物,2,0.93
483,可證,2,0.93
484,右小腿,2,0.93
485,自費,2,0.93
486,446,2,0.93
487,接送,2,0.93
488,交通部,2,0.93
489,傷致,2,0.93
490,21.00000000,2,0.93
491,乘客,2,0.93
492,986,2,0.93
493,370,2,0.93
494,404,2,0.93
495,預見,2,0.93
496,殘廢等級,2,0.93
497,勞委會,2,0.93
498,第三,2,0.93
499,記憶力,2,0.93
