,keyword,count,ratio
167,能力,25,1.93
168,失行,25,1.93
169,項定,25,1.93
170,日診斷,25,1.93
171,失傷害,25,1.93
172,每月薪資,25,1.93
173,合法,25,1.93
174,開放性,25,1.93
175,灣嘉義,25,1.93
176,分局,25,1.93
177,不實,24,1.85
178,決關,24,1.85
179,每日,24,1.85
180,上午,24,1.85
181,達成,24,1.85
182,審理時,24,1.85
183,X光,24,1.85
184,免除,24,1.85
185,一部,24,1.85
186,管制,24,1.85
187,右肩,24,1.85
188,證稱,23,1.78
189,韌帶,23,1.78
190,將系爭,23,1.78
191,其敗訴,23,1.78
192,同一,23,1.78
193,人連帶,23,1.78
194,應依,23,1.78
195,斷裂,23,1.78
196,股骨,23,1.78
197,車紀,23,1.78
198,調閱,23,1.78
199,事發,23,1.78
200,並經,23,1.78
201,巷口,23,1.78
202,號機車,23,1.78
203,工作收入,22,1.7
204,超越,22,1.7
205,左方,22,1.7
206,出現,22,1.7
207,左腳,22,1.7
208,因過,22,1.7
209,腓骨,22,1.7
210,道行,22,1.7
211,營業損失,22,1.7
212,前臂,22,1.7
213,滑倒,22,1.7
214,位置,22,1.7
215,交通部,21,1.62
216,右小腿,21,1.62
217,人此,21,1.62
218,適有,21,1.62
219,左偏,21,1.62
220,確認,21,1.62
221,日間,21,1.62
222,並有,21,1.62
223,194,21,1.62
224,側車,21,1.62
225,駛入,21,1.62
226,左手,21,1.62
227,總局,21,1.62
228,致系爭,21,1.62
229,騎車,20,1.55
230,採信,20,1.55
231,利者,20,1.55
232,案件,20,1.55
233,胸部,20,1.55
234,判命,20,1.55
235,濃度,20,1.55
236,任職,20,1.55
237,足踝,20,1.55
238,保險理,20,1.55
239,疏失,20,1.55
240,197,20,1.55
241,送修,19,1.47
242,車時,19,1.47
243,無照,19,1.47
244,看到,19,1.47
245,防禦,19,1.47
246,沿新北市,19,1.47
247,號營業,19,1.47
248,右前方,19,1.47
249,受僱,19,1.47
250,救護,19,1.47
251,建議,19,1.47
252,160,19,1.47
253,傷合,19,1.47
254,挫擦傷,19,1.47
255,顏面,19,1.47
256,違誤,19,1.47
257,椎間,19,1.47
258,開規定,19,1.47
259,抗告,19,1.47
260,217,19,1.47
261,44,19,1.47
262,81,19,1.47
263,原審判,19,1.47
264,等件,19,1.47
265,57,19,1.47
266,補提,19,1.47
267,疤痕,18,1.39
268,不及,18,1.39
269,任險,18,1.39
270,所主張,18,1.39
271,表示,18,1.39
272,車應,18,1.39
273,必須,18,1.39
274,救護車,18,1.39
275,乘客,18,1.39
276,該車,18,1.39
277,在案,18,1.39
278,前來,18,1.39
279,簽立,18,1.39
280,粉碎性,18,1.39
281,86,18,1.39
282,交簡字,18,1.39
283,已經,18,1.39
284,擴大,18,1.39
285,摔倒,18,1.39
286,殯葬費,18,1.39
287,資力,18,1.39
288,左足,18,1.39
289,保險金,18,1.39
290,其他人,18,1.39
291,轉彎,18,1.39
292,繳納,18,1.39
293,足見,17,1.31
294,所謂,17,1.31
295,乾燥,17,1.31
296,病歷,17,1.31
297,辯論期,17,1.31
298,優先,17,1.31
299,62,17,1.31
300,該院,17,1.31
301,衝突,17,1.31
302,燈號,17,1.31
303,指示,17,1.31
304,不穩,17,1.31
305,事證,17,1.31
306,可言,17,1.31
307,驚嚇,17,1.31
308,58,17,1.31
309,壓迫,17,1.31
310,水準,17,1.31
311,移動,17,1.31
312,上卷,17,1.31
313,強制汽車責任保險金,17,1.31
314,開時,17,1.31
315,左小腿,17,1.31
316,背部,17,1.31
317,撤銷,17,1.31
318,標示,17,1.31
319,劃有,17,1.31
320,大隊,17,1.31
321,處置,17,1.31
322,之車輛,17,1.31
323,擦痕,17,1.31
324,依前,16,1.24
325,預見,16,1.24
326,尺骨,16,1.24
327,揭規定,16,1.24
328,安全性,16,1.24
329,限制,16,1.24
330,63,16,1.24
331,64,16,1.24
332,情狀,16,1.24
333,再議,16,1.24
334,初步,16,1.24
335,拋棄,16,1.24
336,開立,16,1.24
337,67,16,1.24
338,裂傷,16,1.24
339,84,16,1.24
340,交易,16,1.24
341,鎖骨,16,1.24
342,公共,16,1.24
343,出廠,16,1.24
344,人行,16,1.24
345,所不爭執,16,1.24
346,可證,16,1.24
347,錄表,16,1.24
348,一路,16,1.24
349,證之責,16,1.24
350,行政院,15,1.16
351,新品,15,1.16
352,顯然,15,1.16
353,幹道車,15,1.16
354,小腿,15,1.16
355,行駛時,15,1.16
356,持續,15,1.16
357,則以,15,1.16
358,復健費,15,1.16
359,礙物,15,1.16
360,意識,15,1.16
361,繼續,15,1.16
362,車行,15,1.16
363,症候群,15,1.16
364,通知,15,1.16
365,227,15,1.16
366,未能,15,1.16
367,185,15,1.16
368,調取,15,1.16
369,踏車,15,1.16
370,途經,15,1.16
371,制汽車,15,1.16
372,二段,15,1.16
373,開放性骨折,15,1.16
374,滑行,15,1.16
375,到庭,15,1.16
376,386,15,1.16
377,手肘,15,1.16
378,雙膝,15,1.16
379,估價單,14,1.08
380,維修費用,14,1.08
381,255,14,1.08
382,違法,14,1.08
383,75,14,1.08
384,接受,14,1.08
385,從事,14,1.08
386,全日,14,1.08
387,鈍挫傷,14,1.08
388,警察,14,1.08
389,補充,14,1.08
390,影像,14,1.08
391,事由,14,1.08
392,上易,14,1.08
393,傷及,14,1.08
394,74,14,1.08
395,予以,14,1.08
396,逃逸,14,1.08
397,行至,14,1.08
398,出具,14,1.08
399,通行,14,1.08
400,所駕,14,1.08
401,無障,14,1.08
402,轉時,14,1.08
403,往北方,14,1.08
404,認上訴,14,1.08
405,名譽權,14,1.08
406,賠付,14,1.08
407,視線,14,1.08
408,酒精,14,1.08
409,77,14,1.08
410,心證,14,1.08
411,人丙,14,1.08
412,之修,14,1.08
413,領一,14,1.08
414,新店,14,1.08
415,時起,14,1.08
416,貞操,14,1.08
417,協助,13,1.0
418,失傷,13,1.0
419,醫學院,13,1.0
420,法則,13,1.0
421,國道,13,1.0
422,76,13,1.0
423,187,13,1.0
424,扶養費,13,1.0
425,顯有,13,1.0
426,由西,13,1.0
427,日期,13,1.0
428,踝骨,13,1.0
429,律師,13,1.0
430,左邊,13,1.0
431,統一,13,1.0
432,受領,13,1.0
433,疏未,13,1.0
434,相符,13,1.0
435,調卷,13,1.0
436,約定,13,1.0
437,公訴,13,1.0
438,失能,13,1.0
439,路旁,13,1.0
440,213,13,1.0
441,之車牌,13,1.0
442,核定,13,1.0
443,履行,13,1.0
444,意思,13,1.0
445,東行駛,13,1.0
446,兩造間,13,1.0
447,之範圍,13,1.0
448,往右,13,1.0
449,利益,13,1.0
450,談話紀,13,1.0
451,尚屬,13,1.0
452,遺症,13,1.0
453,中斷,13,1.0
454,列當事,13,1.0
455,背痛,12,0.93
456,決議,12,0.93
457,訴駁,12,0.93
458,就此,12,0.93
459,環境,12,0.93
460,簡易判,12,0.93
461,明顯,12,0.93
462,凌晨,12,0.93
463,產物,12,0.93
464,所否,12,0.93
465,承受,12,0.93
466,腰部,12,0.93
467,因未,12,0.93
468,左踝,12,0.93
469,右腳,12,0.93
470,合理,12,0.93
471,視距,12,0.93
472,效力,12,0.93
473,錯誤,12,0.93
474,腳踝,12,0.93
475,焦慮,12,0.93
476,重大,12,0.93
477,所稱,12,0.93
478,揭時,12,0.93
479,肌腱,12,0.93
480,第四,12,0.93
481,右肘,12,0.93
482,訴訟標,12,0.93
483,構成,12,0.93
484,之慰,12,0.93
485,肢體,12,0.93
486,開車輛,12,0.93
487,現象,12,0.93
488,高速公路,12,0.93
489,起步,12,0.93
490,警告,12,0.93
491,及拉傷,12,0.93
492,頭暈,12,0.93
493,刮痕,12,0.93
494,駕駛行,12,0.93
495,上肢,12,0.93
496,小字,12,0.93
497,求償,12,0.93
498,常規,12,0.93
499,380,12,0.93
